企业名称,招聘岗位,工作城市,最低月薪,最高月薪,职位描述,学历要求,要求经验,招聘类别,初级分类,学历要求_排序,要求经验_排序,平均月薪,薪资浮动,薪资等级,企业规模,行业类型,年终奖估算
深圳市环讯通科技有限公司,大数据运维工程师,深圳,8000.0,10000.0,"百度搜索马 克 数 据 网        【岗位职责】
 1、大专及以上学历，计算机及相关专业: 
2、有腾讯云TBDS运维工程师证优先录取: 
3、硬性要求:掌握Hadoop集群的基本工作原理与相关主要插件，能够独立负责TBDS集群的管理和维护工作，能够分析处理常见的容器集群故障; 
4、3年以上Linux运维经验，熟悉Linux系统、网络、存储、安全、10的问题排查、性能问题分析方法和工具; 
5、熟悉至少一门脚本语言,Shell、Python等脚本语言实现配置脚本功能，可以编写自动化运维工具; 
6、熟悉Prometheus、Grafana、ELK等监控(服务健康监控，资源监控，日志监控等)自动化配置，能够快速实现监控的覆盖和故障告警通知: 
7、熟悉常用的数据库、中间件 (GuassDB/ESPostgresql/Flink/RocketMQ等); 
8、具有较强的动手实践能力、良好的沟通、团队协作精神，具备一定的抗压能力，善于应对来自工作上的各种压力，能在压力下独立解决问题; 
 
     职位福利：周末双休、五险一金、带薪年假   工作地点：:深圳市坪山区龙田街道南部社区金牛西路 12 号启兴配套生活区A栋6楼609",大专,3-5年,全职,计算机软件,4,2,9000.0,2000.0,8K-12K,大中型企业,IT互联网,1000.0
广电计量检测(沈阳)有限公司,可靠性技术支持工程师,沈阳,7000.0,14000.0,"岗位职责
1、负责协助研制单位开展产品可靠性为主的设计分析工作；
2、负责可靠性为主的指标验证试验方案设计；
3、负责可靠性为主的相关科研课题研究。

职位要求
1、 可靠性、电子、自动化、机械自动化、通讯或测控等专业；
2、在可靠性或六性（可靠性、维修性、测试性、保障性、安全性和环境适应性）方面具有2年以上实际工作经验，熟悉相关基础理论，掌握相关工具方法；
3、具有相关行业工作经验者优先；
4、具有开展项目论证、课题研究、报告编写科研项目经验者优先；
5、具有较好的沟通理解能力、逻辑思维能力和团队合作能力；
6、 两年以上工作经验。",硕士,1-3年,全职,专业技术服务,6,1,10500.0,7000.0,8K-12K,大中型企业,专业服务,3500.0
深圳因赛德思医疗科技有限公司,高级硬件工程师,深圳,20000.0,25000.0,"岗位职责：1.负责可视医疗器械及终端的硬件开发设计，包括器件选型、原理图绘制、指导PCB设计、BOM归档、产品试产、调试测试、故障分析等等；2.负责系统级电路方案的评估、定义、测试、验证，调试，完成产线试产等；3.参与重大技术问题的攻关及解决。任职要求：1.1年以上手机或平板电脑硬件或类似产品研发经验,对主板、屏、TP、摄像头的规格性能和调试具有一定经验，能独立完成调试；2.本科及以上学历，电子、电气、计算机、自动化、生物电子、物理等专业；3.工作态度严谨，有责任心，积极主动，协调沟通能力强，有良好的团队合作精神；4.熟悉摄像头模组者优先。",本科,1年以下,校园,医疗设备/器械,5,0,22500.0,5000.0,20K-30K,大中型企业,医药健康,2500.0
浙江外服人力资源服务有限公司,中国移动正式员工--数据分析师,杭州,15000.0,30000.0,马-克-数据    。职位描述： 1、结合营销活动目标、业务销量KPI，建立常态化的数据监控体系；针对的各环节数据进行跟踪，完善建设各环节的数据能力建设； 2、熟悉移动业务、数据架构，结合核心指标，针对分省等数据进行汇总、分析，及时预警，出具分析报告，支撑营销策划等； 3、针对渠道整体数据建立可量化数据模型，支撑渠道建设，从用户行为、业务订购等维度结合数据给出建议。 4、针对业务侧提出的数据需求进行支撑，固化数据模式等； 任职资格： 【教育】：计算机、软件、通信、电子信息工程、统计、数学等相关专业，大学本科及以上学历； 【知识】：熟练掌握并使用word、excel、powerpoint等办公软件；熟练掌握并使用SQL语言，精通主流数据库产品MySQL、MS-SQL、Oracle中一种或多种；熟练使用数理统计、数据分析、数据挖掘工具软件（SPSS、Python等的一种或多种）； 【技能】：具备优秀的分析问题、解决问题的能力，勇于解决难题；具备较好的人际沟通能力、组织开拓能力，以及较强的领悟力和执行力，有较强的文字表达能力。,本科,3-5年,全职,互联网,5,2,22500.0,15000.0,20K-30K,大中型企业,IT互联网,7500.0
苏州新星核电技术服务有限公司,注册安全工程师（秦山核电）,嘉兴,8000.0,10000.0,"1、大专及以上学历，（土建、电气专业）。身体健康，无不适合现场工作的禁忌症。

2、 3年及以上核电/电力/工程安全管理经验。

3、熟悉核电安全相关规范和标准，具有较好的沟通、协调能力。

4、能够独立开展工程现场安全隐患排查、风险作业监督和反违章工作；能够独立审查施工方案安全技术措施；能够独立对现场危险源进行辨识、评估；能够独立对施工现场安全隐患、违章、风险作业偏差进行分类、统计、分析。

5、有中级注册安全工程师证书  
  核电运行项目，体系比较完善，工作比较轻松，上下班时间：8:30-16:30 ，周末值班少，适合长期稳定的人。  缴纳五险一金，享受留任奖金、绩效、职业体检、生日礼品、节假日福利！  请联系：*************",大专,3-5年,全职,电力/水利/热力/燃气,4,2,9000.0,2000.0,8K-12K,大中型企业,能源化工,1000.0
上海德律风置业有限公司,信息化工程师,上海,11000.0,13000.0,"岗位职责：1、负责根据中心业务需求，定期进行市场调研，结合市场化产品，提供智慧校园产品建设相关建议；2、能独立解决日常使用过程中产品出现的问题，并提出产品技术服务和维护方面的运营意见；3、负责带领技术支持团队，完成中心要求的产品技术支持工作；4、负责技术支持团队的业务培训工作，指导工作流程，不断改进方法，提升客户满意度。
任职要求：1、年龄50周岁及以下，身体健康，品行端正；2、具有本科及以上学历；3、具有5年以上相关工作经验；4、具有带领团队经验者优先。    马 克 数 据 网",本科,5-10年,全职,物业管理,5,3,12000.0,2000.0,12K-20K,大中型企业,房地产建筑,1000.0
天宇正清科技有限公司,it客服专员,西安,4000.0,6000.0,"任职要求： 
1.大学专科以上学历，具备1年以上客服工作经验；
2.吐字清晰、普通话标准，具备良好的语言表达及沟通能力，服务意识强，有耐心；
3.有良好的团队协作能力，工作执行力强，积极响应各项临时工作安排；
4.工作踏实肯干，态度端正，抗压及责任心强，能适应高强度的客服工作；
5.勤奋好学，有较强的学习能力和逻辑思维能力；
6.熟悉计算机常用软件的安装卸载，熟悉WINDOWS安装过程、熟悉WORD 、EXCEL 使用；打字速度快（50字/分钟以上）；
7.工作地点在西安。 
岗位职责： 1.负责客户服务需求接入、处置，为客户提供专业性的业务咨询与解答；
2.负责业务系统的信息配置、权限开通、业务查询等；
3.定期对业务系统服务需求数据进行收集、整理与分析；
4.记录并收集客户对业务系统反馈意见和业务系统出现的问题及时整理进与上报。",大专,1年以下,全职,IT服务,4,0,5000.0,2000.0,5K-8K,大中型企业,IT互联网,1000.0
北京联创慧科信息技术有限公司,驻场运维工程师,北京,6000.0,7000.0,"职位描述：1、负责机关单位的计算机桌面运维工作2、负责视频会议设备的调试3、负责机关单位机房网络维护
岗位要求：1、大专以上学历，计算机相关专业2、对计算机硬件较为了解，能熟练拆装计算机3、熟悉微软、winxp、win7、win10安装4、对网络拓扑结构有一定了解，能处理网络常见故障（例如：ARP病毒攻击，断网等故障）5、有图像、视频会议、监控工作等经验者优先考虑6、工作热情、有耐心，性格稳重，能承受一定工作压力，有良好的沟通协作能力与学习能力7、有车优先（有车补）8、党员优先9、有相关工作经验优先 
职位福利：五险一金、加班补助、全勤奖、定期体检、交通补助 
。搜索马 克 数 据 网",大专,1-3年,全职,计算机软件,4,1,6500.0,1000.0,5K-8K,大中型企业,IT互联网,500.0
郑州煦秋信息科技有限公司,APP开发工程师,濮阳,6000.0,8000.0,"（macrodatas.cn）      岗位职责:1.熟悉ios或android系统及开发环境;2.负责Android 或 IOS系统平台上的客户端软件的产品开发与维护;3.根据产品需求完成架构和模块设计、编码工作;4.能按照项目计划，提交高质量的代码，完成开发任务;任职要求:1.计算机相关专业大专以上学历。2.有编程基础，参与过项目的优先考虑。3.优秀的毕业生也可以考虑培养。4.有iOS或者Android手机应用开发经验优先。福利待遇：1、【薪资】转正6-1W，一年后年薪10-15万。2、【保险】五险一金3、【涨薪与发展】年底2-6月奖金，并两个月调一次薪。4、【其他福利】定期体检，月度聚餐，节日旅游，生日奖5、【工作时间】五天工作制，早9点-晚18：00，周末双休 
职位福利：五险一金、年底双薪、绩效奖金、年终分红、全勤奖 
 
职位亮点：要工作，要勤劳：劳作是最可靠的财富。",大专,经验不限,全职,计算机软件,4,5,7000.0,2000.0,5K-8K,大中型企业,IT互联网,1000.0
浙江寿仙谷医药股份有限公司,产品经理,杭州,15000.0,30000.0,"岗位职责：
1、在公司发展战略的指导下，制定产品长期发展与竞争策略；
2、根据现有产品的种类，品牌，结合公司发展战略，制定产品体系（即产品线）；
3、制定产品制度与管理方案；
4、管理产品生命周期，以能更好地调整产品策略，与管理产品线；
5、管理新品开发项目，完善新品开发流程；
6、根据决策需要，提出市场调研需求，对行业动态、竞争对手、销售费行为等内容进行调研；
7、结合公司发展战略与市场调研结果，提出新品定义（产品规划）、要满足的市场需求，并指导产品研发设计人员开发产品；
8、提出新品定价方案，分析新品定价策略，协助公司制定营销策略；
9、跟踪新品上市销售情况，及时对产品功能，定价进行调整。
 任职资格：
1、具备一定的市场分析和判断能力，注重细节，具备较强创新思维； 
2、具有较强的沟通、协调、说服能力；
3、销售意识强、抗压能力强、具备良好的职业素养和较强的学习能力。",本科,5-10年,全职,医药制造,5,3,22500.0,15000.0,20K-30K,大中型企业,医药健康,7500.0
